LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
50000,1,2,1,46,0,0,0,0,0,0,43789,44536,36339,18957,19105,19389,1779,1856,1504,734,836,1343,1
50000,2,1,1,43,2,1,1,1,1,1,38200,39568,40631,41434,42226,43054,2219,2000,1774,1696,1619,498,1
50000,1,2,1,40,0,0,0,0,0,0,48149,48856,44849,19127,17637,18031,1830,1587,765,943,724,804,1
500000,1,1,1,53,0,-1,-1,-1,0,0,6332,2933,10386,29992,7996,2622,2958,10433,30002,31,12,2331,1
134966,1,2,2,42,3,2,1,0,0,0,155602,143060,126692,123314,119659,63096,574,369,5906,5501,1624,129678,1
50000,1,2,2,31,2,1,1,1,1,1,39680,42329,42725,43409,43706,44526,3503,1265,1574,1771,1772,1292,1
60000,1,2,2,44,0,0,1,1,0,0,59140,60570,61163,57308,15244,9320,3222,3877,636,558,1277,850,1
260000,2,1,1,32,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
276666,1,1,1,42,0,0,0,0,0,0,3417,2317,3796,27557,18244,20334,1135,3666,23972,12087,13338,7699,1
209536,1,3,1,41,0,0,-1,0,0,0,81,1185,13039,17402,18249,13377,1144,13039,5957,5793,6944,9577,1
50000,1,2,1,30,0,0,0,0,0,0,46161,37226,38516,39667,32197,27783,1631,1913,2118,1304,1161,1350,1
10000,1,1,2,29,0,0,0,0,0,0,6629,7182,8370,9491,9747,9870,718,1306,1427,458,495,692,1
50000,1,2,2,31,2,2,2,2,2,1,41509,42378,43815,44183,44934,45923,1855,2423,1388,1777,1855,2479,1
30000,1,2,1,45,1,-1,-1,0,0,-1,0,1210,3855,3234,1794,0,1210,3855,1440,0,0,0,1
50000,1,2,1,44,1,2,2,0,0,0,43967,45148,44606,45274,45729,48398,2187,490,1694,1249,3712,0,1
500730,1,2,1,41,1,-1,1,1,0,0,-912,4309,3027,2492,8803,6935,5221,255,182,6589,207,712,1
227920,1,1,1,40,0,0,0,0,0,0,227785,92078,43269,33041,21180,17351,4294,1903,1513,2009,2745,2976,1
70000,1,2,1,33,0,0,1,0,0,0,64356,68284,63833,61397,48298,48360,5230,959,2279,1681,1953,1938,1
240000,1,1,1,38,-1,-1,-1,-1,-1,-1,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,390,1
180000,1,2,1,36,0,1,1,0,0,0,3070,4789,5101,5306,5336,485,1922,543,477,157,14,5,1
150000,1,1,1,31,1,1,0,0,0,0,147607,148842,147564,148201,145953,147793,6394,5067,4698,4694,5044,4398,1
353183,1,1,1,35,0,0,0,1,0,0,17381,19074,20413,19937,23489,18231,3001,3007,1274,4684,4365,4052,1
180000,2,2,1,35,-1,0,0,-1,-1,-1,8908,2049,4988,18409,2558,3279,146,4988,18409,146,868,146,1
30000,1,1,1,30,1,2,2,2,2,2,14187,14715,14189,16110,15554,16945,1054,0,2203,0,1664,0,1
90000,2,1,1,47,0,-2,-2,-1,-1,-1,100,147,200,2221,2479,6709,147,200,2221,2479,6709,3522,1
90477,1,3,1,46,1,1,1,0,0,0,92342,94031,91756,80563,49996,51195,4104,186,3444,1800,2011,1822,1
30000,1,2,2,27,3,4,3,2,1,0,32219,31436,31297,30111,30221,29230,0,649,0,766,660,1397,1
20000,1,2,1,39,0,0,0,2,0,0,13177,13510,14336,13172,12716,12714,1523,2037,0,541,896,1020,1
80000,2,2,1,38,1,0,0,2,2,1,236,626,2365,2304,720,926,495,1918,128,0,798,0,1
470000,1,3,2,37,2,1,0,0,0,0,509936,496764,482990,436206,394420,385806,9832,19836,16613,13809,13600,13552,1
100000,1,2,1,36,2,2,0,0,2,1,100346,97561,92623,97306,90231,94179,798,2701,7000,0,6224,912,1
50000,1,2,1,33,0,0,0,0,0,0,96814,48206,48711,45014,19708,14403,1813,2050,1160,12107,433,583,1
50000,2,2,1,42,0,0,0,0,0,0,48482,36752,2276,1723,2630,2720,1085,928,906,906,90,0,1
68189,1,2,2,27,0,0,0,0,0,0,7463,63096,59486,57883,20026,14707,61862,2523,4596,1532,2006,1236,1
60000,1,2,1,26,0,0,0,0,0,0,53341,55009,54158,54954,55596,56549,2645,1476,2084,2013,2080,2234,1
160000,2,2,1,40,1,1,1,0,0,-1,24854,23601,22578,22447,194,134,2749,32,203,15,0,31,1
301081,1,1,1,44,1,1,1,1,1,1,201509,212486,215289,218469,221839,220869,15210,7684,7639,7636,2394,7616,1
232674,1,2,1,42,2,2,2,2,2,2,208247,216313,220018,218277,233924,233589,11888,8662,3662,21640,3604,2,1
80000,2,2,1,26,1,2,1,1,1,-1,4018,1679,3629,1954,0,2210,0,2158,55,0,2210,3,1
30000,1,2,1,32,2,2,0,0,0,0,40835,30438,28887,26893,25955,27839,1758,1221,814,814,3400,0,1
40000,2,2,1,38,0,1,1,0,0,0,34907,36004,36340,37186,36128,36626,1882,1113,1794,1414,2531,410,1
50000,1,1,1,49,1,1,1,1,1,1,27510,28635,28583,30089,29886,31226,1880,685,2265,573,1963,87,1
196046,2,1,2,46,1,1,1,1,1,2,89951,92158,90776,95336,100061,98337,4358,988,6813,6376,0,4234,1
80000,2,2,1,49,0,-1,-1,-2,-2,-1,134,1259,100,-101,-101,226,1260,205,0,0,328,1895,1
52054,1,1,1,31,0,1,1,1,1,1,16854,16521,18029,17588,19688,12220,319,2232,71,2687,0,859,1
443699,2,1,1,44,-1,-1,-1,-1,-1,-1,30343,3036,5354,4727,8007,5791,3062,5354,4727,8007,5791,9364,1
30000,1,3,2,42,1,2,0,0,0,0,13367,12863,13856,14135,14433,14546,0,1227,506,522,531,535,1
50000,2,2,2,42,2,2,2,2,1,0,42359,41348,43861,44605,43745,44333,0,3510,1834,124,1957,1941,1
90000,1,2,1,35,0,0,0,0,0,0,86866,86369,87416,88019,49201,48609,3156,3398,3378,1563,1454,1525,1
120000,2,1,1,32,1,0,0,0,0,0,19075,19955,21575,21998,23321,24276,1244,2012,829,1680,1340,1659,1
100000,2,1,1,32,1,2,3,2,2,1,98457,101984,99770,101614,100157,99109,7263,1042,5293,1579,1669,1553,1
70000,2,2,1,35,0,0,0,0,0,0,70302,64400,51058,29325,29960,28850,2567,4036,2804,1596,1082,948,1
100000,2,2,1,30,1,2,0,0,2,1,31751,30946,32123,34370,34879,34366,0,1952,3092,1366,178,1678,1
200000,1,1,1,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
70000,1,2,1,41,2,2,2,2,2,2,20362,20264,22228,22017,22866,23966,478,2605,399,1260,1595,175,1
30000,1,1,1,33,1,0,0,0,0,0,14261,15298,16525,16869,17539,17526,1376,1584,917,1045,419,668,1
200000,1,1,2,31,0,1,1,2,1,1,18489,18085,20840,20218,22949,22601,178,3057,0,3057,145,3059,1
120000,2,1,2,38,0,0,0,1,0,0,20440,21762,23676,24024,24366,25274,1938,2276,1000,1000,1438,1561,1
20000,1,2,1,43,2,1,1,1,1,0,11980,12751,13481,14985,14846,15387,1266,1104,1726,267,783,787,1
50000,2,1,1,42,1,2,2,2,2,2,43357,42387,44934,45588,45082,47439,0,3582,1672,345,3109,0,1
140000,1,2,1,35,1,2,2,2,2,2,127217,128286,134914,131282,138207,140877,4642,9829,0,10618,5071,1131,1
424705,1,2,1,32,0,0,0,0,0,0,222046,223821,205062,201739,203596,183891,10235,7353,6895,7152,6869,6217,1
100000,2,1,1,29,2,0,0,0,0,0,5851,8102,10909,19386,20092,21809,2544,3144,8786,1075,2075,4121,1
172214,2,2,1,41,0,0,0,0,0,0,160426,160731,148738,124058,125283,114522,5777,5943,5279,4943,4511,4172,1
316498,1,1,2,27,1,1,1,1,1,1,43450,42789,40647,39311,38266,34516,2081,1524,1976,1324,1324,281,1
350914,1,1,1,31,0,0,0,1,0,0,18015,20739,22753,22078,25990,20351,3372,3365,457,4542,5624,5731,1
100000,2,2,1,30,1,2,2,3,3,2,53302,55389,57833,60577,60081,59883,3542,3954,4002,1371,1005,1142,1
180000,1,1,2,28,-1,-1,-1,-1,-1,-1,2581,1820,2458,1189,1239,1384,1821,2458,1189,1239,1384,2475,1
402319,1,1,2,27,0,0,0,0,0,-2,220317,161071,41250,6781,0,0,5595,1890,1460,0,0,0,1
70000,2,2,2,29,0,0,0,0,0,0,2807,4042,5126,6573,6709,6616,1309,1288,1690,355,461,436,1
110803,1,2,1,30,0,0,2,2,2,2,57728,65777,64370,65341,66505,68256,9069,241,2632,2356,3000,4782,1
50000,2,2,1,39,2,1,1,1,1,2,19087,19994,21139,21508,22709,22237,1469,1714,956,1800,153,967,1
280000,2,1,1,31,1,0,0,0,0,0,17051,18177,14444,14194,12352,14086,3261,2255,1191,776,2021,819,1
10000,1,2,2,27,0,0,0,0,0,0,7407,8192,9163,9237,9460,9691,1291,1236,307,347,361,270,1
50000,2,1,2,29,0,0,0,0,0,0,49107,49117,48700,41642,18692,16852,2518,2041,2248,1089,925,1035,1
230000,1,2,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
110808,1,1,1,42,0,0,0,0,2,2,70671,74292,77640,84190,81978,86807,4838,4595,7854,0,6919,0,1
210000,1,1,1,40,-1,0,-1,-1,-1,-1,2176,592,640,73,147,73,518,714,73,147,0,73,1
180000,1,1,2,25,1,1,2,0,0,0,10197,13082,12567,12489,12714,12916,3063,0,436,396,428,436,1
180000,2,1,1,34,4,2,2,1,1,1,188875,183263,183573,183270,173925,177194,5028,4965,4337,3897,6440,4211,1
50000,1,1,1,34,0,0,0,1,0,0,49267,4563,7735,7853,10770,15116,2514,3246,350,3191,4543,142,1
23703,1,2,2,28,2,1,0,0,0,0,23394,19477,15720,19107,18939,32429,518,1385,5344,639,13148,0,1
50000,1,1,2,28,1,2,2,2,2,2,45780,46759,47372,48255,49630,49761,2013,1680,1957,2325,1337,2213,1
200000,1,1,1,41,-1,-1,0,-1,-1,0,569,581,569,587,587,569,581,557,587,569,557,696,1
100000,1,2,1,37,2,2,0,0,2,1,99227,97344,92844,97397,91753,94651,1709,1790,7000,0,5338,1954,1
495742,1,1,1,47,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
438970,2,1,1,51,2,0,0,0,0,0,282698,206279,187524,188460,188874,187261,8972,8192,6784,7000,6646,6794,1
394104,1,2,1,42,0,0,0,0,0,0,95307,95556,96465,84203,61020,58567,4765,3465,3873,1640,1625,2998,1
180000,1,2,2,30,0,1,1,0,0,0,172599,178209,170961,138716,137233,130793,9816,4091,4027,5104,6798,4458,1
20000,2,2,1,34,0,0,0,0,0,0,16826,17620,15597,15570,15955,14291,1419,1266,917,602,862,313,1
20000,1,1,2,24,1,-2,-2,-2,-2,-1,0,0,0,0,0,1043,0,0,0,0,1043,0,1
350000,2,2,2,27,0,1,0,0,0,0,350919,345501,344926,344262,234373,94520,5148,13142,13948,10197,4742,9197,1
120000,1,2,1,47,0,0,0,0,-1,-1,119281,4710,3290,1872,7655,4330,3651,2239,870,7655,4330,1000,1
50000,2,2,2,23,2,2,2,2,2,2,41629,42912,43738,42976,45540,46560,2267,1803,239,3589,1900,1628,1
248434,2,1,1,29,0,0,0,1,-1,0,3537,-458,2554,1659,56912,58308,905,4390,2,57264,4919,75,1
80000,2,1,1,32,0,0,0,0,0,0,16093,17433,18410,18466,19415,19527,1747,1407,504,1247,504,1263,1
30000,1,2,1,32,1,2,2,2,2,2,25989,26099,25400,29076,28312,31059,821,0,4424,0,3360,815,1
208253,1,2,1,39,2,2,2,2,2,2,86192,87491,90747,90587,92192,94398,3466,5257,2063,4092,3679,3679,1
30000,2,2,1,33,0,1,1,0,0,0,14937,16214,16814,17539,18816,19020,1830,1169,1203,1669,661,1169,1
215401,1,2,1,35,0,0,0,0,0,0,3218,3708,4017,4387,4596,92328,796,702,691,540,88031,4071,1
50000,2,1,1,33,1,1,1,1,1,1,41286,43333,42949,43607,44804,45759,3189,748,1820,2370,1937,1688,1
327935,2,2,1,33,0,1,0,0,2,1,94241,88999,90114,99417,97627,97284,796,3359,11869,755,3075,798,1
450000,2,1,1,39,-2,-2,-2,-2,-2,-2,5171,18154,1400,548,25,25,18162,1426,548,25,25,1078,1
20000,1,2,1,38,1,0,0,0,0,0,20094,20553,19676,20023,20331,20521,1500,778,707,675,1057,0,1
206870,1,2,1,40,1,2,0,0,2,0,89329,85843,88443,89823,88225,89318,0,5139,4947,1564,3776,3831,1
60000,1,1,2,27,0,0,0,0,2,0,19179,20671,22219,23947,23425,24102,1892,1901,2190,0,1112,1853,1
32764,1,3,1,36,0,0,0,0,0,-2,30061,30403,30267,27258,0,0,1232,1719,7574,1808,0,0,1
10000,2,2,1,36,1,2,0,0,0,0,7260,7001,8072,9279,9302,9504,0,1234,1441,316,493,475,1
30000,1,2,2,33,0,0,0,0,0,0,11704,16169,15890,14998,15179,14288,6987,4162,3043,2376,1885,1747,1
282586,1,1,1,45,0,0,0,0,0,0,3393,3459,2662,26851,16679,20551,1779,517,24243,12881,15565,8742,1
120000,1,1,1,41,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
180000,1,1,1,45,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
100000,2,2,1,39,1,2,2,2,0,0,101394,97035,101994,98580,98147,101617,0,9066,0,3575,7607,0,1
20000,2,2,1,26,0,2,0,0,0,0,19961,19350,19531,15483,11654,9926,0,1192,94,3870,909,150,1
207729,2,2,1,37,0,0,-1,-1,-1,-2,17794,32314,4960,2708,6507,2171,32314,181,487,6526,2410,0,1
69336,1,2,1,30,0,0,0,0,0,0,61172,62029,63696,125615,66051,22721,5147,3449,2011,7434,642,1010,1
138119,2,2,1,54,1,0,0,0,0,0,63089,63924,65021,64720,66351,68749,2435,2808,1623,2131,2924,2962,1
70000,1,2,1,39,2,2,2,2,2,2,43886,44953,45818,44785,47534,48493,2073,1890,0,3698,1883,1967,1
99816,1,1,1,24,1,0,0,0,-1,-1,67757,8945,3521,30,13,93283,1301,1218,30,13,94100,3702,1
200000,2,3,1,42,1,-1,-1,-1,0,-1,0,259,859,282,112,150,259,859,284,0,150,7160,1
30000,2,2,1,41,1,2,1,1,1,1,28779,28674,26977,27819,28064,28904,1008,770,1928,1115,1725,0,1
180000,1,1,1,38,1,1,1,1,1,1,42700,50349,51302,52088,53377,54345,8687,2099,2015,2297,2099,2189,1
50000,1,2,1,36,1,0,0,0,0,0,39158,40202,41325,36777,18751,18368,2001,2000,2073,1043,657,1968,1
50000,1,2,1,40,1,0,0,2,0,0,10352,11900,14927,14293,15681,18351,1728,3224,0,1728,2720,193,1
240000,1,1,1,33,-1,-1,-1,-1,-1,-1,2324,1511,2060,1482,1694,2083,1511,2060,1482,1694,2083,672,1
283502,1,1,2,47,0,0,2,0,0,0,8376,11531,11153,12191,13214,14509,3299,0,1324,1324,1675,1675,1
50000,1,2,2,42,0,1,0,0,0,0,50489,48765,50028,19790,17059,17305,554,2508,737,753,1083,607,1
20000,2,1,2,22,1,0,0,0,0,2,14477,15041,15759,17081,18219,17786,923,1268,1590,1728,0,2508,1
97937,1,1,2,28,1,0,0,0,1,0,57224,55471,54222,51530,26605,24516,4064,3273,6033,2062,1587,1443,1
130000,2,1,2,39,0,0,2,0,0,0,9534,12298,11827,9843,10182,12619,2933,33,503,503,2623,503,1
408471,1,2,1,38,0,0,0,0,0,0,89432,91618,93063,83896,65736,64214,4648,3472,3822,2007,2053,3175,1
100000,2,1,1,44,1,2,0,0,0,2,101625,97817,99666,97112,99892,98797,1084,4523,4072,5621,1495,3960,1
40000,2,1,2,24,0,0,0,0,0,0,28369,31394,39215,36965,35086,33964,5477,8641,6791,3947,6394,4739,1
140000,1,2,1,38,1,1,0,0,1,0,28791,28904,29940,31588,31490,32379,738,1553,2130,554,1384,1361,1
200000,1,1,1,27,0,0,2,2,2,2,159591,172103,168124,179106,174775,179363,15249,200,13862,0,7403,12766,1
80000,1,1,1,34,1,1,1,1,1,0,8699,9725,9103,9072,9086,7796,1268,497,582,221,459,536,1
200000,1,1,2,27,1,0,0,0,0,0,189509,192131,181315,181144,180523,185577,14916,9686,8095,7110,10021,7384,1
30000,1,1,1,37,0,0,0,0,0,0,24070,25141,26416,27517,27715,28035,1774,1990,1621,730,803,2130,1
20000,1,2,1,56,1,2,0,0,0,-2,19781,19162,18405,19953,0,0,0,1549,2217,0,0,0,1
50000,1,2,1,40,0,2,2,0,0,0,19193,20307,20503,19650,19912,20265,1725,1061,402,856,963,652,1
20000,1,2,1,29,2,0,0,0,0,0,17997,19094,19329,19043,11607,1627,1860,2343,1119,593,1627,0,1
150000,2,1,1,33,0,0,0,0,0,0,1909,3039,3962,1875,1875,0,1193,1139,976,0,0,0,1
10000,1,1,1,25,3,2,2,7,7,6,2400,2400,2400,2400,2400,1907,0,0,0,0,0,0,1
60000,1,2,1,34,1,0,0,0,0,0,27445,26401,25803,23012,7050,6725,1582,2959,551,956,3310,8579,1
350000,1,1,1,37,-1,-1,-1,0,0,-1,22958,9172,39505,27755,7240,19140,964,39851,402,7240,19140,6676,1
90000,1,2,1,36,0,0,0,0,0,0,92588,91372,88632,58548,47218,47954,4582,2127,2424,1557,1670,1735,1
50000,1,2,1,49,1,0,0,0,0,0,46187,45649,37450,18362,17984,18654,1872,2328,1855,1000,1000,1386,1
180000,1,3,1,32,0,0,0,0,0,0,11254,12212,11933,9845,7045,18357,2347,868,1131,0,11709,1488,1
120000,2,1,2,31,-1,-1,-1,-1,-1,0,199,199,3503,3587,6083,3081,199,3503,3763,5206,2277,917,1
100000,2,2,1,40,2,1,1,2,2,2,43807,44928,46009,46626,47701,48929,2083,2071,1670,2000,2161,1676,1
207776,1,1,2,35,0,0,1,1,0,0,198551,206908,209580,208748,165872,167087,14465,7805,3499,6283,6122,7003,1
240000,2,1,1,32,-1,0,-1,-1,0,-1,2179,3445,2267,3533,2084,3632,2498,2269,3533,802,3632,1311,1
146695,1,1,2,26,1,2,2,2,2,1,77650,79925,80161,78345,77945,52322,4108,2142,0,3439,859,2398,1
52202,1,3,1,42,3,2,1,0,0,0,54859,54073,52587,28012,26090,29513,726,440,198,955,28985,1728,1
30000,1,1,1,29,0,0,2,2,2,1,21419,24206,24512,24772,24887,25424,3329,1000,959,654,1038,1059,1
149054,1,1,1,34,1,2,2,2,2,2,105471,106818,108539,105679,111510,113193,4566,4905,378,7621,3621,4643,1
176468,1,2,1,38,1,1,1,1,1,1,93248,95458,97170,98561,100288,105307,4325,4158,3576,3976,6836,2587,1
50000,2,2,1,26,2,1,1,2,2,2,31422,32607,34706,34164,34778,34385,2000,2947,316,1342,316,3236,1
80000,2,2,2,31,0,0,0,0,0,0,28809,27305,23800,21094,19397,16865,1809,1557,1113,829,598,510,1
30000,2,2,1,44,1,2,2,2,2,2,27898,29108,30212,30421,31080,30541,1959,1895,987,1346,176,658,1
180000,2,1,1,37,1,-1,-1,-2,-2,-2,0,238,0,0,0,0,238,0,0,0,0,154,1
200000,1,1,2,33,0,-1,0,-1,-1,1,4269,18239,853,604,1564,857,19287,805,615,1564,256,151,1
127321,1,2,1,42,2,0,0,0,0,0,121205,123131,124061,125264,88206,89065,6000,4826,5205,2196,5280,3919,1
64103,1,2,1,31,2,2,2,1,1,2,59802,62881,62719,62775,64446,66223,4296,1482,2598,3974,4102,410,1
150000,1,1,1,39,2,2,2,0,0,2,111249,113649,110778,111629,152638,150454,5693,365,4211,43171,288,5053,1
60000,1,1,1,24,1,1,1,1,2,2,29419,28916,31009,31993,32747,33192,256,2618,1753,1412,1133,1238,1
230000,2,1,1,28,1,1,1,1,1,1,43359,40378,39657,39003,40307,38224,2876,1458,1749,1861,1631,5964,1
50000,1,2,1,42,0,0,0,0,0,0,48038,48209,49152,49875,19367,19004,1266,2372,2095,876,674,878,1
26287,1,2,1,40,1,2,1,1,-1,0,26276,26180,25743,24868,12106,11362,630,611,18318,21258,1121,742,1
20000,2,2,1,42,1,0,0,0,0,0,18643,14900,15803,16161,17673,17540,1028,2392,1480,2490,691,2933,1
500000,1,2,1,35,0,-1,0,0,0,-1,14246,953,1141,9546,805,8254,953,1129,9384,865,8659,65300,1
30000,2,2,1,26,0,0,0,2,0,0,10761,11853,13813,14468,14708,16891,1347,2238,1195,761,2413,858,1
140000,2,1,1,28,1,-2,-2,-2,-2,-2,-26,-26,-26,-26,-26,-26,0,0,0,0,0,0,1
80000,1,1,1,35,3,2,2,2,2,0,7341,8270,8087,8799,8695,8954,1200,98,898,229,500,604,1
64913,1,2,1,51,0,0,0,0,0,0,59719,61465,59422,57000,26557,28836,3084,2745,20697,4429,3051,1030,1
140000,2,1,2,28,0,-1,-1,-1,-2,-2,304,761,97,0,0,0,764,97,0,0,0,1332,1
170000,1,1,1,42,-1,-1,-1,-1,-1,0,1903,2009,2408,1903,4311,2408,2009,2408,1903,4311,0,2914,1
40000,2,2,2,25,1,0,0,0,1,1,25784,26785,27812,29295,29793,30561,1722,1741,2220,1100,1388,133,1
411163,2,1,1,45,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,2,2,1,22,0,0,0,0,0,0,25500,26491,27533,28195,28449,28730,1435,1473,1449,1016,1038,1081,1
50000,1,1,1,44,-1,-1,-1,-1,-1,-1,2898,60,1943,2276,1615,4243,63,1946,2282,1697,4341,2529,1
20000,1,2,2,26,1,2,0,0,0,0,19173,18366,19272,19474,19409,19279,0,1490,963,690,624,1090,1
207532,1,2,2,42,0,0,0,2,0,0,109078,89558,95424,94765,98443,99840,4802,7532,1791,5271,3013,4703,1
30000,2,3,2,46,2,2,2,2,2,2,26813,26102,28056,28211,29581,28961,0,2702,910,1972,0,1315,1
360000,1,2,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,2,2,1,30,0,0,2,1,0,0,10271,12771,13025,12759,13027,13286,2729,757,192,599,497,407,1
240000,1,1,1,35,1,2,2,0,0,0,130225,135688,133851,137720,140909,142525,7798,1576,6207,5157,3686,6596,1
188605,1,2,2,27,0,0,0,0,0,0,153340,149830,84413,82182,75632,78441,7835,3344,3604,3630,5005,886,1
50000,1,2,1,42,0,0,0,0,0,0,50461,31391,23893,29487,29600,29825,2422,2003,14819,1051,1077,1016,1
200000,1,2,1,44,0,0,0,-2,-2,-2,284,115,-54,-223,-392,-392,0,0,0,0,0,0,1
40000,2,1,1,24,0,0,0,0,0,0,28225,32665,39133,37484,35213,34299,5202,7169,6894,3576,4682,5000,1
30000,2,2,1,32,2,2,2,2,2,2,23653,24712,24580,24870,26045,25478,1736,564,857,1634,0,1100,1
219134,2,2,1,25,0,0,0,0,0,0,165827,167451,149296,123187,124914,126616,6220,7017,4896,4554,4913,4432,1
220000,1,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50996,1,2,1,47,1,0,0,0,0,0,10473,11854,12944,13742,14548,15077,1590,1590,1319,1049,779,689,1
20000,1,1,2,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,4169,0,0,0,0,4169,0,1
80000,1,2,1,37,0,0,0,0,0,0,87154,89234,81317,80564,62687,32730,3843,3868,2192,1959,1424,1000,1
41477,1,1,2,35,0,0,0,0,0,0,49076,47108,35525,31119,20358,30111,2505,2085,1182,1428,18522,1859,1
200000,1,1,2,35,0,-1,0,-1,-1,1,3130,16960,1063,581,1527,1033,18984,970,603,1527,495,135,1
368103,1,1,1,41,-1,-1,-2,-1,-1,-2,2683,957,647,23461,3561,203,957,647,23461,3561,203,13982,1
320000,2,1,2,34,0,0,-1,-1,0,0,10013,851,851,3359,18076,20981,851,851,3359,15889,4073,4606,1
50000,1,1,1,26,1,2,2,2,2,2,38141,40126,41027,41738,42455,41849,2930,1844,1686,1700,207,2652,1
178169,2,2,2,27,0,0,0,0,-1,0,6995,8097,7447,9245,24632,6232,2166,2216,2558,24632,1604,816,1
80000,1,1,1,40,2,1,1,1,1,0,11666,10292,9856,8565,6837,7530,1626,666,985,138,878,944,1
20000,1,2,1,38,1,2,2,1,1,1,20588,20286,20642,20747,20300,20482,1500,995,717,5,1794,0,1
134802,2,1,1,30,1,2,2,2,1,1,42324,44790,45391,45392,46226,47238,3446,1632,1039,1711,1927,2000,1
80000,2,3,1,37,1,2,2,0,0,0,96885,100060,98976,99359,101400,95911,5649,1408,2364,3863,3636,3080,1
100000,1,2,1,41,1,2,2,0,0,0,23160,24330,23676,25413,25571,25807,1822,0,2326,844,773,1437,1
100000,2,1,1,36,2,1,1,1,2,1,32953,35514,35331,37122,37551,29650,3341,740,2656,1178,68,2489,1
240000,2,2,1,27,-1,-1,-1,1,0,0,4198,15,1342,1255,1891,1884,15,1342,240,1018,478,911,1
70000,2,2,1,34,1,1,0,0,1,0,73041,70444,71178,72657,71326,69365,599,2756,5550,712,2768,4906,1
100000,1,1,2,29,-1,-1,0,0,-1,-1,163,223,163,104,223,104,223,104,104,223,104,335,1
300000,1,1,1,39,0,-1,-1,-1,0,-1,18,50,0,974,851,387,50,0,974,397,387,490,1
150000,1,3,1,50,0,0,0,0,0,0,88881,91215,93049,94762,97801,99893,3213,2760,2725,3978,3196,2292,1
230000,2,1,1,35,-1,-1,-1,-1,-1,0,428,28051,24016,7399,6891,11813,28059,22651,5499,6344,11617,5839,1
500000,1,1,2,36,0,-1,-1,-1,-1,-1,2354,33151,31125,103402,8414,14977,33151,31127,105726,114189,14977,24096,1
150000,1,1,2,39,-1,-1,-1,-1,-2,-2,7295,1818,1011,0,0,0,1818,1011,0,0,0,0,1
30000,2,2,1,31,1,2,1,1,0,0,29725,28530,28301,27700,28320,28521,0,1218,486,1061,1058,1323,1
30000,1,1,1,27,0,0,0,0,0,2,20106,20412,21894,22492,24078,23453,1977,2901,1984,2083,924,42,1
130000,2,2,1,26,2,2,2,2,2,2,48032,51411,50453,48855,46915,46386,4701,298,398,3922,398,1599,1
180000,2,1,1,36,0,0,0,0,0,1,89078,92804,94903,96210,100705,100360,5540,4489,3198,6096,1343,5190,1
100000,2,1,1,30,1,-1,-1,0,-1,-1,0,209,418,209,416,6653,418,418,0,416,6653,1507,1
400378,1,1,2,34,0,0,0,0,0,0,447209,396871,393776,3063,2542,1627,14544,28647,2591,1199,1284,161,1
20000,1,2,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,2,1,34,0,0,2,0,0,0,1667,4429,3599,3390,1692,1325,3644,184,630,231,440,771,1
60000,1,2,2,24,0,0,0,0,0,0,49643,53233,54618,56204,57293,58357,4548,3292,2624,2000,1811,2710,1
360000,2,2,2,35,0,-2,-2,-1,-1,-2,-87,-87,-2,632,81,0,0,84,725,81,0,0,1
54845,2,2,2,25,0,0,0,1,1,0,8716,13806,9943,9442,8990,18186,13677,2061,722,1872,14639,7395,1
20000,1,1,1,30,0,0,0,0,0,0,9693,8097,7625,6622,2624,60,1115,1103,1146,1126,867,418,1
100000,1,2,1,30,0,0,0,0,0,0,9608,10874,12327,13708,15101,15571,1731,1936,1896,1891,865,1905,1
74827,2,2,1,33,0,0,0,0,0,0,69217,68244,63372,33731,28326,29292,3082,2991,1787,1577,2078,1395,1
59505,1,2,1,35,0,0,0,2,2,2,10568,11333,13059,12585,13994,13188,1215,1904,0,1580,0,499,1
100000,2,1,1,41,0,0,0,0,0,0,1215,5287,9947,10536,10858,6136,4097,4822,881,4702,927,4118,1
